StudentID,Skills,Interests,Availability,PreferredProjectType,SuggestedProject
S1351,"Figma, TensorFlow, C++",Healthcare,Full-time,Creative,Automated Resume Screener
S1352,"Keras, Flask, ML, Java",Cybersecurity,Full-time,Research,E-learning Gamification Platform
S1353,"NodeJS, Java, React, Keras",Climate,Full-time,Research,Finance Tracker Web App
S1354,"React, Figma, Django",Social Impact,Part-time,Creative,E-learning Gamification Platform
S1355,"TensorFlow, NodeJS, ML",Cybersecurity,Part-time,Creative,Finance Tracker Web App
S1356,"ML, Flask",Climate,Full-time,Research,Automated Resume Screener
S1357,"ML, TensorFlow, Python",Automation,Full-time,Research,Voice-based Email Client
S1358,"NodeJS, Figma",Cybersecurity,Part-time,Creative,Chatbot for Students
S1359,"Python, Figma, React",Finance,Full-time,Creative,Smart Attendance System
S1360,"Django, Python, AI",Education,Full-time,Technical,Automated Resume Screener
S1361,"Django, C++, Java, Flask",Cybersecurity,Full-time,Technical,E-learning Gamification Platform
S1362,"Java, TensorFlow, Figma",Finance,Part-time,Creative,Finance Tracker Web App
S1363,"TensorFlow, Keras, ML",Finance,Full-time,Technical,Finance Tracker Web App
S1364,"NodeJS, Java",Climate,Full-time,Creative,Voice-based Email Client
S1365,"React, AI, NodeJS, Django",Education,Part-time,Technical,AI-powered Diet Planner
S1366,"AI, NodeJS, ML, C++",Automation,Full-time,Creative,Mental Health UI Toolkit
S1367,"TensorFlow, Flask",Cybersecurity,Full-time,Research,Voice-based Email Client
S1368,"AI, Figma, TensorFlow, ML",Healthcare,Part-time,Creative,Chatbot for Students
S1369,"Java, Django, Flask, NodeJS",Cybersecurity,Full-time,Research,Smart Attendance System
S1370,"Django, Java",Education,Part-time,Creative,Finance Tracker Web App
S1371,"Flask, ML",Climate,Part-time,Technical,Finance Tracker Web App
S1372,"Figma, Flask, TensorFlow",Cybersecurity,Part-time,Creative,Voice-based Email Client
S1373,"Django, AI, Python, ML",Finance,Part-time,Technical,Automated Resume Screener
S1374,"JavaScript, TensorFlow, C++, Django",Cybersecurity,Part-time,Creative,Finance Tracker Web App
S1375,"Django, Flask, Python, React",Climate,Part-time,Research,Mental Health UI Toolkit
S1376,"Flask, React, Figma, NodeJS",Social Impact,Part-time,Technical,Voice-based Email Client
S1377,"Java, Figma, Python, React",Healthcare,Full-time,Technical,Smart Attendance System
S1378,"Python, ML, TensorFlow, Flask",Cybersecurity,Part-time,Creative,Smart Attendance System
S1379,"Python, ML, C++",Healthcare,Full-time,Creative,Smart Attendance System
S1380,"JavaScript, Keras, Figma, ML",Automation,Full-time,Creative,Automated Resume Screener
S1381,"JavaScript, React",Cybersecurity,Part-time,Research,E-learning Gamification Platform
S1382,"ML, Keras, NodeJS",Automation,Full-time,Creative,Chatbot for Students
S1383,"React, ML",Social Impact,Part-time,Creative,Mental Health UI Toolkit
S1384,"Python, TensorFlow",Climate,Part-time,Research,Smart Attendance System
S1385,"Python, Java, Flask",Social Impact,Full-time,Technical,AI-powered Diet Planner
S1386,"Keras, Figma",Healthcare,Full-time,Technical,Smart Attendance System
S1387,"JavaScript, React",Automation,Full-time,Research,Voice-based Email Client
S1388,"Keras, NodeJS",Social Impact,Part-time,Creative,Finance Tracker Web App
S1389,"NodeJS, TensorFlow, Figma",Cybersecurity,Full-time,Creative,Automated Resume Screener
S1390,"Django, React",Finance,Full-time,Creative,Mental Health UI Toolkit
S1391,"Python, Flask",Finance,Part-time,Research,Mental Health UI Toolkit
S1392,"TensorFlow, Figma, ML",Cybersecurity,Full-time,Technical,Finance Tracker Web App
S1393,"React, Python, Figma",Social Impact,Full-time,Creative,Smart Attendance System
S1394,"Java, AI",Social Impact,Full-time,Research,Blockchain Voting System
S1395,"React, JavaScript, Python, Flask",Social Impact,Part-time,Technical,Automated Resume Screener
S1396,"ML, Keras",Social Impact,Part-time,Technical,Blockchain Voting System
S1397,"Java, Keras, ML, AI",Automation,Full-time,Research,Blockchain Voting System
S1398,"Figma, Django, Flask, Keras",Education,Part-time,Creative,Mental Health UI Toolkit
S1399,"ML, Figma",Automation,Part-time,Technical,Voice-based Email Client
S1400,"NodeJS, React, AI",Climate,Part-time,Creative,Finance Tracker Web App
S1401,"Java, NodeJS",Finance,Part-time,Technical,Voice-based Email Client
S1402,"Java, NodeJS, JavaScript",Climate,Part-time,Research,Finance Tracker Web App
S1403,"Django, React, Python",Social Impact,Part-time,Research,AI-powered Diet Planner
S1404,"TensorFlow, C++, React",Automation,Full-time,Technical,Mental Health UI Toolkit
S1405,"JavaScript, Flask, React",Climate,Full-time,Research,E-learning Gamification Platform
S1406,"Django, JavaScript",Finance,Full-time,Technical,Chatbot for Students
S1407,"Figma, Java, Flask",Healthcare,Full-time,Research,AI-powered Diet Planner
S1408,"Python, Flask, Figma, Django",Finance,Part-time,Creative,AI-powered Diet Planner
S1409,"Figma, React, Flask, NodeJS",Education,Full-time,Research,Chatbot for Students
S1410,"Keras, Figma",Finance,Full-time,Technical,Chatbot for Students
S1411,"Figma, C++",Automation,Part-time,Creative,Automated Resume Screener
S1412,"Figma, JavaScript",Cybersecurity,Full-time,Research,AI-powered Diet Planner
S1413,"React, AI, Java",Climate,Full-time,Creative,Voice-based Email Client
S1414,"JavaScript, Django, NodeJS, Figma",Cybersecurity,Part-time,Research,Voice-based Email Client
S1415,"Java, Python, ML",Automation,Full-time,Creative,Voice-based Email Client
S1416,"C++, TensorFlow, React",Finance,Part-time,Research,Finance Tracker Web App
S1417,"Django, React, Flask",Cybersecurity,Part-time,Technical,Smart Attendance System
S1418,"Keras, Figma, JavaScript",Social Impact,Full-time,Creative,Smart Attendance System
S1419,"TensorFlow, React",Social Impact,Part-time,Research,Smart Attendance System
S1420,"Keras, Django, Flask, TensorFlow",Healthcare,Full-time,Creative,Blockchain Voting System
S1421,"ML, AI, Python",Social Impact,Full-time,Technical,Smart Attendance System
S1422,"Keras, Django, React, TensorFlow",Climate,Part-time,Creative,Mental Health UI Toolkit
S1423,"Java, AI, Python",Social Impact,Full-time,Technical,E-learning Gamification Platform
S1424,"TensorFlow, C++, AI",Social Impact,Full-time,Technical,Automated Resume Screener
S1425,"NodeJS, Figma, Python",Climate,Part-time,Creative,Blockchain Voting System
S1426,"TensorFlow, Django",Cybersecurity,Full-time,Research,Voice-based Email Client
S1427,"Django, React",Social Impact,Full-time,Creative,Voice-based Email Client
S1428,"TensorFlow, JavaScript, Django",Cybersecurity,Full-time,Creative,Voice-based Email Client
S1429,"AI, ML, TensorFlow",Climate,Full-time,Technical,Smart Attendance System
S1430,"Java, Django",Education,Part-time,Creative,Finance Tracker Web App
S1431,"NodeJS, Flask, C++, TensorFlow",Cybersecurity,Full-time,Technical,Blockchain Voting System
S1432,"Java, Flask",Cybersecurity,Full-time,Technical,Chatbot for Students
S1433,"React, Django",Finance,Full-time,Technical,E-learning Gamification Platform
S1434,"C++, NodeJS",Climate,Part-time,Technical,Chatbot for Students
S1435,"NodeJS, C++",Social Impact,Part-time,Research,AI-powered Diet Planner
S1436,"NodeJS, Figma",Education,Part-time,Research,AI-powered Diet Planner
S1437,"TensorFlow, AI",Automation,Full-time,Technical,Mental Health UI Toolkit
S1438,"Django, NodeJS, Python, Flask",Automation,Full-time,Technical,Chatbot for Students
S1439,"Figma, JavaScript, Keras",Education,Part-time,Technical,Finance Tracker Web App
S1440,"Java, JavaScript, ML",Social Impact,Part-time,Creative,Automated Resume Screener
S1441,"Keras, Java, Figma, Python",Cybersecurity,Full-time,Technical,Mental Health UI Toolkit
S1442,"Django, JavaScript, Flask, AI",Climate,Part-time,Creative,AI-powered Diet Planner
S1443,"JavaScript, React, ML",Cybersecurity,Part-time,Technical,Chatbot for Students
S1444,"AI, Figma",Cybersecurity,Part-time,Creative,Smart Attendance System
S1445,"TensorFlow, JavaScript, ML, Figma",Social Impact,Part-time,Creative,E-learning Gamification Platform
S1446,"Python, ML, Figma, Django",Automation,Part-time,Research,Mental Health UI Toolkit
S1447,"Django, Figma, Keras",Cybersecurity,Part-time,Research,Finance Tracker Web App
S1448,"Keras, C++, React",Healthcare,Part-time,Technical,AI-powered Diet Planner
S1449,"TensorFlow, NodeJS",Cybersecurity,Part-time,Creative,Finance Tracker Web App
S1450,"React, JavaScript, Python",Climate,Full-time,Technical,Chatbot for Students
S1451,"Flask, ML",Social Impact,Part-time,Creative,AI-powered Diet Planner
S1452,"Django, JavaScript, Java",Education,Part-time,Technical,AI-powered Diet Planner
S1453,"ML, React",Healthcare,Full-time,Technical,Voice-based Email Client
S1454,"Django, NodeJS, Keras",Finance,Full-time,Creative,AI-powered Diet Planner
S1455,"Keras, Python",Education,Full-time,Technical,Mental Health UI Toolkit
S1456,"C++, NodeJS",Automation,Part-time,Technical,Voice-based Email Client
S1457,"ML, React",Automation,Full-time,Research,Automated Resume Screener
S1458,"Figma, TensorFlow",Cybersecurity,Part-time,Research,Chatbot for Students
S1459,"Java, React, JavaScript, Keras",Climate,Full-time,Technical,Finance Tracker Web App
S1460,"Django, Figma, ML, Flask",Climate,Full-time,Research,Chatbot for Students
S1461,"TensorFlow, NodeJS, ML, C++",Cybersecurity,Full-time,Research,AI-powered Diet Planner
S1462,"Django, ML, Figma, Keras",Climate,Part-time,Creative,Voice-based Email Client
S1463,"NodeJS, Python",Cybersecurity,Part-time,Research,Smart Attendance System
S1464,"Python, React, Flask",Social Impact,Part-time,Research,Voice-based Email Client
S1465,"C++, Python, TensorFlow",Automation,Part-time,Technical,AI-powered Diet Planner
S1466,"NodeJS, Keras, C++",Finance,Full-time,Research,E-learning Gamification Platform
S1467,"React, Python",Finance,Part-time,Technical,E-learning Gamification Platform
S1468,"Keras, Python, AI",Cybersecurity,Part-time,Technical,Finance Tracker Web App
S1469,"Flask, AI",Education,Part-time,Research,AI-powered Diet Planner
S1470,"Django, Figma",Automation,Full-time,Creative,Finance Tracker Web App
S1471,"Java, Keras, AI, ML",Automation,Full-time,Creative,Mental Health UI Toolkit
S1472,"NodeJS, TensorFlow",Finance,Full-time,Creative,Voice-based Email Client
S1473,"NodeJS, Flask, TensorFlow, Keras",Automation,Part-time,Creative,Finance Tracker Web App
S1474,"TensorFlow, Flask",Healthcare,Full-time,Creative,Smart Attendance System
S1475,"Keras, Figma",Cybersecurity,Full-time,Creative,Blockchain Voting System
S1476,"Figma, JavaScript",Cybersecurity,Part-time,Creative,Voice-based Email Client
S1477,"Figma, Python",Healthcare,Part-time,Creative,AI-powered Diet Planner
S1478,"Python, Django, C++",Automation,Full-time,Creative,Voice-based Email Client
S1479,"C++, Flask",Education,Full-time,Technical,AI-powered Diet Planner
S1480,"Django, ML",Healthcare,Full-time,Creative,Automated Resume Screener
S1481,"ML, Java, C++, Keras",Finance,Part-time,Technical,Blockchain Voting System
S1482,"Django, Java, JavaScript",Finance,Part-time,Technical,Mental Health UI Toolkit
S1483,"Flask, C++",Finance,Full-time,Technical,Voice-based Email Client
S1484,"Python, NodeJS, C++, Figma",Healthcare,Part-time,Research,E-learning Gamification Platform
S1485,"TensorFlow, JavaScript, AI",Climate,Full-time,Technical,AI-powered Diet Planner
S1486,"JavaScript, TensorFlow, React",Automation,Full-time,Creative,Smart Attendance System
S1487,"Java, C++",Social Impact,Full-time,Research,Mental Health UI Toolkit
S1488,"NodeJS, AI",Climate,Part-time,Creative,Chatbot for Students
S1489,"C++, Python, JavaScript",Education,Part-time,Creative,AI-powered Diet Planner
S1490,"Keras, ML, Flask",Cybersecurity,Full-time,Technical,Automated Resume Screener
S1491,"Flask, TensorFlow, C++",Automation,Part-time,Research,E-learning Gamification Platform
S1492,"Django, Java, ML, Python",Healthcare,Full-time,Research,Blockchain Voting System
S1493,"C++, NodeJS, React, TensorFlow",Social Impact,Full-time,Research,AI-powered Diet Planner
S1494,"Flask, React, Figma",Climate,Full-time,Research,Mental Health UI Toolkit
S1495,"TensorFlow, React, Python",Education,Part-time,Creative,Mental Health UI Toolkit
S1496,"AI, ML, C++",Cybersecurity,Full-time,Technical,Blockchain Voting System
S1497,"C++, AI, Django",Social Impact,Full-time,Research,Automated Resume Screener
S1498,"Figma, React",Social Impact,Part-time,Research,E-learning Gamification Platform
S1499,"Django, C++, Flask",Education,Part-time,Technical,Voice-based Email Client
S1500,"JavaScript, Figma",Automation,Full-time,Research,Smart Attendance System
S1501,"Java, Flask",Healthcare,Full-time,Research,Chatbot for Students
S1502,"ML, Flask, Python, C++",Cybersecurity,Part-time,Research,Voice-based Email Client
S1503,"Figma, ML, Flask, TensorFlow",Healthcare,Part-time,Research,E-learning Gamification Platform
S1504,"Django, Figma",Education,Part-time,Technical,Blockchain Voting System
S1505,"ML, Django, Keras",Automation,Part-time,Technical,E-learning Gamification Platform
S1506,"Python, Figma, C++",Education,Full-time,Creative,Automated Resume Screener
S1507,"AI, Python, Java, TensorFlow",Cybersecurity,Part-time,Technical,AI-powered Diet Planner
S1508,"Flask, AI, React, ML",Cybersecurity,Part-time,Research,E-learning Gamification Platform
S1509,"TensorFlow, Java, Python",Healthcare,Full-time,Creative,Finance Tracker Web App
S1510,"Keras, NodeJS, TensorFlow, AI",Automation,Part-time,Research,Voice-based Email Client
S1511,"Python, Keras",Automation,Part-time,Research,Voice-based Email Client
S1512,"JavaScript, TensorFlow, Django",Social Impact,Full-time,Technical,E-learning Gamification Platform
S1513,"Flask, Figma",Healthcare,Part-time,Research,Automated Resume Screener
S1514,"React, JavaScript, ML, Java",Automation,Part-time,Creative,Automated Resume Screener
S1515,"NodeJS, AI, Java, TensorFlow",Finance,Full-time,Research,Mental Health UI Toolkit
S1516,"Keras, Figma, TensorFlow",Cybersecurity,Part-time,Creative,Chatbot for Students
S1517,"TensorFlow, Python, NodeJS",Cybersecurity,Full-time,Research,Finance Tracker Web App
S1518,"Python, NodeJS, AI, Figma",Climate,Full-time,Creative,Finance Tracker Web App
S1519,"Keras, TensorFlow, Java",Automation,Part-time,Research,Blockchain Voting System
S1520,"NodeJS, React",Cybersecurity,Part-time,Technical,Smart Attendance System
S1521,"AI, Flask",Climate,Full-time,Creative,AI-powered Diet Planner
S1522,"Flask, JavaScript",Social Impact,Full-time,Creative,Mental Health UI Toolkit
S1523,"Figma, Python, React, ML",Automation,Full-time,Technical,AI-powered Diet Planner
S1524,"C++, TensorFlow",Education,Full-time,Research,Mental Health UI Toolkit
S1525,"Flask, NodeJS, JavaScript",Education,Full-time,Creative,Voice-based Email Client
S1526,"JavaScript, Python, C++, AI",Cybersecurity,Part-time,Research,Smart Attendance System
S1527,"React, TensorFlow",Cybersecurity,Part-time,Technical,Finance Tracker Web App
S1528,"C++, Django, Python, Keras",Healthcare,Part-time,Research,Voice-based Email Client
S1529,"JavaScript, TensorFlow, Flask",Climate,Part-time,Research,Blockchain Voting System
S1530,"Figma, AI, Flask, React",Automation,Part-time,Research,E-learning Gamification Platform
S1531,"ML, Python, TensorFlow, Figma",Healthcare,Part-time,Creative,Smart Attendance System
S1532,"React, Django, TensorFlow, Flask",Healthcare,Full-time,Research,Chatbot for Students
S1533,"JavaScript, AI",Social Impact,Part-time,Research,Voice-based Email Client
S1534,"Figma, Python, React",Social Impact,Part-time,Research,Chatbot for Students
S1535,"Figma, Python, Keras, TensorFlow",Cybersecurity,Full-time,Creative,AI-powered Diet Planner
S1536,"Flask, AI",Automation,Full-time,Technical,AI-powered Diet Planner
S1537,"Django, React, C++",Social Impact,Full-time,Creative,Mental Health UI Toolkit
S1538,"ML, C++, Django",Healthcare,Part-time,Research,Mental Health UI Toolkit
S1539,"JavaScript, AI",Finance,Full-time,Technical,E-learning Gamification Platform
S1540,"ML, JavaScript, Figma, React",Finance,Part-time,Research,AI-powered Diet Planner
S1541,"JavaScript, NodeJS, Java, Flask",Social Impact,Full-time,Creative,AI-powered Diet Planner
S1542,"Flask, Python",Cybersecurity,Part-time,Research,Mental Health UI Toolkit
S1543,"React, Django, Flask, Java",Climate,Part-time,Research,E-learning Gamification Platform
S1544,"ML, Flask, Java, React",Cybersecurity,Part-time,Research,E-learning Gamification Platform
S1545,"Java, Figma, AI, Keras",Automation,Part-time,Technical,Automated Resume Screener
S1546,"TensorFlow, Flask, JavaScript, Django",Education,Full-time,Creative,Finance Tracker Web App
S1547,"TensorFlow, Django",Cybersecurity,Full-time,Creative,Voice-based Email Client
S1548,"JavaScript, Figma, Java, AI",Finance,Full-time,Technical,Mental Health UI Toolkit
S1549,"Java, C++",Cybersecurity,Full-time,Creative,Chatbot for Students
S1550,"Django, Python, Flask, NodeJS",Cybersecurity,Part-time,Creative,Smart Attendance System
S1551,"AI, Figma, Python",Healthcare,Part-time,Creative,Automated Resume Screener
S1552,"Keras, Java, Flask, AI",Climate,Full-time,Technical,Blockchain Voting System
S1553,"JavaScript, TensorFlow",Social Impact,Part-time,Research,Chatbot for Students
S1554,"ML, Java, Figma",Education,Full-time,Creative,Mental Health UI Toolkit
S1555,"TensorFlow, Flask, AI",Automation,Part-time,Creative,E-learning Gamification Platform
S1556,"TensorFlow, ML, Flask",Automation,Full-time,Creative,AI-powered Diet Planner
S1557,"C++, Flask",Finance,Part-time,Research,Blockchain Voting System
S1558,"NodeJS, React",Healthcare,Full-time,Creative,Finance Tracker Web App
S1559,"React, Flask, NodeJS",Cybersecurity,Full-time,Research,Automated Resume Screener
S1560,"TensorFlow, React, Figma",Social Impact,Full-time,Creative,Voice-based Email Client
S1561,"ML, React, AI, Flask",Healthcare,Part-time,Research,Voice-based Email Client
S1562,"React, Keras, C++",Education,Full-time,Technical,Smart Attendance System
S1563,"ML, TensorFlow, Flask, AI",Healthcare,Part-time,Research,Finance Tracker Web App
S1564,"Java, Python, JavaScript",Social Impact,Full-time,Creative,Chatbot for Students
S1565,"Flask, JavaScript, ML, Figma",Automation,Part-time,Research,AI-powered Diet Planner
S1566,"JavaScript, AI, Python, React",Cybersecurity,Full-time,Technical,Mental Health UI Toolkit
S1567,"Django, C++",Cybersecurity,Full-time,Technical,Chatbot for Students
S1568,"Python, NodeJS",Finance,Part-time,Technical,Finance Tracker Web App
S1569,"ML, Keras, Python",Automation,Part-time,Creative,Smart Attendance System
S1570,"Python, AI",Finance,Full-time,Technical,Mental Health UI Toolkit
S1571,"JavaScript, Figma",Social Impact,Full-time,Creative,AI-powered Diet Planner
S1572,"JavaScript, Django",Social Impact,Part-time,Creative,Blockchain Voting System
S1573,"AI, Flask",Climate,Full-time,Technical,Finance Tracker Web App
S1574,"React, Figma, Keras",Cybersecurity,Part-time,Creative,Blockchain Voting System
S1575,"Django, ML, Flask",Social Impact,Part-time,Research,E-learning Gamification Platform
S1576,"Django, TensorFlow, Keras",Climate,Full-time,Creative,Blockchain Voting System
S1577,"AI, Python",Automation,Full-time,Technical,Chatbot for Students
S1578,"JavaScript, Figma",Climate,Full-time,Technical,E-learning Gamification Platform
S1579,"Java, ML",Social Impact,Part-time,Research,AI-powered Diet Planner
S1580,"Flask, Figma, Python, React",Automation,Part-time,Creative,Blockchain Voting System
S1581,"Django, Python, React, Keras",Healthcare,Full-time,Research,Automated Resume Screener
S1582,"TensorFlow, ML",Social Impact,Full-time,Research,AI-powered Diet Planner
S1583,"TensorFlow, Java, AI, React",Cybersecurity,Part-time,Technical,Voice-based Email Client
S1584,"Django, C++, React",Cybersecurity,Full-time,Research,Chatbot for Students
S1585,"Django, JavaScript, TensorFlow",Education,Full-time,Creative,Voice-based Email Client
S1586,"C++, Java",Climate,Full-time,Creative,Finance Tracker Web App
S1587,"React, AI, Django",Cybersecurity,Full-time,Technical,Blockchain Voting System
S1588,"Java, C++, JavaScript",Healthcare,Full-time,Technical,Chatbot for Students
S1589,"NodeJS, AI, ML, Figma",Climate,Part-time,Creative,Automated Resume Screener
S1590,"Java, C++, ML, Django",Automation,Part-time,Creative,AI-powered Diet Planner
S1591,"Django, Keras, AI",Automation,Full-time,Creative,AI-powered Diet Planner
S1592,"Flask, TensorFlow, Keras",Social Impact,Full-time,Technical,Chatbot for Students
S1593,"Java, Django, TensorFlow, Python",Climate,Full-time,Technical,Automated Resume Screener
S1594,"Flask, C++, TensorFlow, Keras",Climate,Full-time,Research,Mental Health UI Toolkit
S1595,"TensorFlow, Figma, React, Keras",Climate,Part-time,Creative,Automated Resume Screener
S1596,"Flask, ML",Education,Part-time,Creative,Chatbot for Students
S1597,"ML, Flask, Java, Python",Climate,Full-time,Creative,E-learning Gamification Platform
S1598,"Keras, Flask",Social Impact,Part-time,Research,AI-powered Diet Planner
S1599,"AI, C++, Django, React",Climate,Full-time,Technical,Voice-based Email Client
S1600,"Django, TensorFlow",Climate,Part-time,Technical,Finance Tracker Web App
S1601,"Flask, AI, Figma, ML",Education,Full-time,Technical,Voice-based Email Client
S1602,"AI, Flask",Healthcare,Full-time,Technical,Voice-based Email Client
S1603,"ML, Java, TensorFlow",Healthcare,Part-time,Research,Mental Health UI Toolkit
S1604,"Python, TensorFlow",Social Impact,Full-time,Research,AI-powered Diet Planner
S1605,"Python, Java, ML",Cybersecurity,Full-time,Technical,Blockchain Voting System
S1606,"JavaScript, Flask",Healthcare,Full-time,Technical,Blockchain Voting System
S1607,"C++, Keras",Cybersecurity,Full-time,Technical,Blockchain Voting System
S1608,"Python, Figma",Education,Full-time,Creative,Blockchain Voting System
S1609,"React, TensorFlow, NodeJS",Climate,Full-time,Creative,Chatbot for Students
S1610,"C++, Django, Java",Cybersecurity,Part-time,Creative,Smart Attendance System
S1611,"JavaScript, AI, Figma, React",Healthcare,Part-time,Research,Automated Resume Screener
S1612,"Figma, Keras",Climate,Full-time,Research,Mental Health UI Toolkit
S1613,"Flask, Java, Django",Climate,Part-time,Research,Mental Health UI Toolkit
S1614,"AI, Flask",Healthcare,Full-time,Creative,Finance Tracker Web App
S1615,"Figma, NodeJS, JavaScript",Automation,Part-time,Technical,Chatbot for Students
S1616,"Django, TensorFlow",Climate,Part-time,Research,Smart Attendance System
S1617,"Python, JavaScript, Flask, React",Climate,Part-time,Research,Smart Attendance System
S1618,"TensorFlow, NodeJS",Automation,Full-time,Technical,Finance Tracker Web App
S1619,"Flask, Java",Automation,Part-time,Technical,Voice-based Email Client
S1620,"Keras, React, C++",Healthcare,Full-time,Technical,Automated Resume Screener
S1621,"AI, React",Finance,Part-time,Technical,AI-powered Diet Planner
S1622,"Keras, TensorFlow, AI",Social Impact,Part-time,Technical,Blockchain Voting System
S1623,"Figma, ML",Finance,Part-time,Creative,E-learning Gamification Platform
S1624,"JavaScript, Flask",Education,Part-time,Research,Finance Tracker Web App
S1625,"Figma, Keras, Flask",Climate,Full-time,Creative,Finance Tracker Web App
S1626,"Keras, TensorFlow",Finance,Full-time,Creative,Mental Health UI Toolkit
S1627,"NodeJS, Python, TensorFlow",Healthcare,Part-time,Technical,Smart Attendance System
S1628,"Keras, JavaScript, Django",Education,Part-time,Research,Finance Tracker Web App
S1629,"Figma, NodeJS, TensorFlow, React",Automation,Full-time,Creative,Mental Health UI Toolkit
S1630,"Keras, React",Climate,Part-time,Creative,Smart Attendance System
S1631,"TensorFlow, Figma, React, NodeJS",Social Impact,Full-time,Research,Voice-based Email Client
S1632,"Django, JavaScript, Flask",Education,Full-time,Research,Blockchain Voting System
S1633,"Java, Figma, JavaScript",Climate,Part-time,Creative,Smart Attendance System
S1634,"AI, Django",Cybersecurity,Full-time,Research,Chatbot for Students
S1635,"React, Java",Social Impact,Full-time,Technical,Chatbot for Students
S1636,"Java, Figma, ML, C++",Climate,Part-time,Technical,Smart Attendance System
S1637,"ML, Figma",Automation,Part-time,Creative,E-learning Gamification Platform
S1638,"NodeJS, TensorFlow, ML, JavaScript",Finance,Full-time,Creative,Chatbot for Students
S1639,"JavaScript, React, Django, Keras",Cybersecurity,Full-time,Technical,Mental Health UI Toolkit
S1640,"Django, TensorFlow",Social Impact,Part-time,Research,Chatbot for Students
S1641,"C++, Keras",Education,Full-time,Technical,Automated Resume Screener
S1642,"Keras, Python",Social Impact,Full-time,Creative,Automated Resume Screener
S1643,"NodeJS, Flask, Python",Education,Full-time,Research,Voice-based Email Client
S1644,"JavaScript, ML, Python, Flask",Climate,Part-time,Technical,Finance Tracker Web App
S1645,"React, TensorFlow",Climate,Full-time,Creative,Smart Attendance System
S1646,"AI, ML, Figma",Climate,Full-time,Creative,Voice-based Email Client
S1647,"Figma, JavaScript",Finance,Full-time,Creative,Finance Tracker Web App
S1648,"JavaScript, Java, AI, Flask",Social Impact,Part-time,Research,Mental Health UI Toolkit
S1649,"JavaScript, ML",Healthcare,Full-time,Creative,Mental Health UI Toolkit
S1650,"Figma, Django, JavaScript",Healthcare,Full-time,Research,E-learning Gamification Platform
S1651,"Django, JavaScript, Flask",Finance,Full-time,Technical,Automated Resume Screener
S1652,"ML, Python, Java",Finance,Part-time,Research,AI-powered Diet Planner
S1653,"NodeJS, JavaScript",Finance,Part-time,Creative,Automated Resume Screener
S1654,"NodeJS, TensorFlow, React, Django",Automation,Part-time,Research,Chatbot for Students
S1655,"React, JavaScript, TensorFlow",Finance,Part-time,Creative,Finance Tracker Web App
S1656,"Python, Figma",Healthcare,Full-time,Creative,Automated Resume Screener
S1657,"Java, Figma, C++, TensorFlow",Social Impact,Full-time,Research,Mental Health UI Toolkit
S1658,"Python, Django, React, C++",Social Impact,Part-time,Creative,Mental Health UI Toolkit
S1659,"Django, ML, Figma, TensorFlow",Social Impact,Part-time,Research,Blockchain Voting System
S1660,"C++, ML, AI, React",Finance,Part-time,Research,Finance Tracker Web App
S1661,"Figma, AI",Education,Full-time,Research,E-learning Gamification Platform
S1662,"Keras, ML, NodeJS",Cybersecurity,Part-time,Creative,E-learning Gamification Platform
S1663,"Flask, Python, Django",Healthcare,Part-time,Technical,Automated Resume Screener
S1664,"Python, React",Finance,Part-time,Technical,Mental Health UI Toolkit
S1665,"ML, AI, NodeJS, Django",Education,Part-time,Research,E-learning Gamification Platform
S1666,"Java, Python, NodeJS, Figma",Automation,Part-time,Technical,AI-powered Diet Planner
S1667,"JavaScript, C++, Java, Flask",Healthcare,Part-time,Research,E-learning Gamification Platform
S1668,"Figma, Python, NodeJS",Healthcare,Part-time,Creative,Finance Tracker Web App
S1669,"TensorFlow, JavaScript",Cybersecurity,Full-time,Research,Voice-based Email Client
S1670,"Keras, Figma",Climate,Full-time,Technical,Smart Attendance System
S1671,"AI, React",Climate,Part-time,Creative,Chatbot for Students
S1672,"C++, React, Keras",Automation,Part-time,Research,Voice-based Email Client
S1673,"NodeJS, Django, Keras",Cybersecurity,Full-time,Research,Finance Tracker Web App
S1674,"TensorFlow, Python, NodeJS, ML",Automation,Part-time,Creative,Smart Attendance System
S1675,"Python, JavaScript, Figma, Java",Climate,Full-time,Research,Blockchain Voting System
S1676,"Java, React, ML",Finance,Part-time,Technical,Finance Tracker Web App
S1677,"Django, C++",Healthcare,Full-time,Creative,Smart Attendance System
S1678,"JavaScript, AI",Finance,Full-time,Creative,Finance Tracker Web App
S1679,"Django, Python, React",Finance,Full-time,Research,Automated Resume Screener
S1680,"C++, Keras, React",Climate,Part-time,Creative,Blockchain Voting System
S1681,"Flask, Python, NodeJS, React",Automation,Full-time,Technical,AI-powered Diet Planner
S1682,"AI, NodeJS, ML",Social Impact,Part-time,Research,Mental Health UI Toolkit
S1683,"AI, TensorFlow, Django",Social Impact,Part-time,Creative,Automated Resume Screener
S1684,"C++, React, NodeJS",Cybersecurity,Part-time,Technical,AI-powered Diet Planner
S1685,"C++, Java",Education,Full-time,Creative,Smart Attendance System
S1686,"Keras, Python",Healthcare,Full-time,Research,AI-powered Diet Planner
S1687,"NodeJS, Flask, Java",Finance,Full-time,Technical,Voice-based Email Client
S1688,"ML, React, JavaScript",Climate,Full-time,Technical,Chatbot for Students
S1689,"React, C++, NodeJS, Django",Finance,Full-time,Research,Mental Health UI Toolkit
S1690,"TensorFlow, Java",Finance,Full-time,Research,Automated Resume Screener
